"source","target","weight"
"X1XXXX","X33XX1X28X63X*",1
"X1XXXX","X34X*",1
"X1XXXX","X34XX14X1X*",1
"X1XXXX","X35X*",1
"X1XXXX","X35X1X*",1
"X1XXXX","X36X*",1
"X1XXXX","X36X41XX3X*",1
"X1XXXX","X378X376X182X2X1XX*",1
"X1XXXX","X39X46X49XX*",1
"X1XXXX","X3X*",1
"X1XXXX","X3X2X*",1
"X1XXXX","X3X2X3X*",1
"X1XXXX","X3X2X93X104X5X3X8X1X*",1
"X1XXXX","X3X32X*",1
"X1XXXX","X3X34X*",1
"X1XXXX","X3X3X6X*",1
"X1XXXX","X3X6X*",1
"X1XXXX","X3X7X*",1
"X1XXXX","X3XX*",1
"X1XXXX","X3XX101X*",1
"X1XXXX","X3XX1X3X*",1
"X1XXXX","X3XX3X*",1
"X1XXXX","X40X*",1
"X1XXXX","X40X35X39X2X9X29X*",1
"X1XXXX","X41X*",1
"X1XXXX","X42X*",1
"X1XXXX","X44X*",1
"X1XXXX","X44X11XX11X*",1
"X1XXXX","X44XX2X*",1
"X1XXXX","X45X77X79X*",1
"X1XXXX","X46X*",1
"X1XXXX","X4X*",1
"X1XXXX","X4X1X*",1
"X1XXXX","X4X1X10X13X12XX*",1
"X1XXXX","X4X2X88X89X*",1
"X1XXXX","X4X3X3X*",1
"X1XXXX","X4XX*",1
"X1XXXX","X51X*",1
"X1XXXX","X53X*",1
"X1XXXX","X53X1X*",1
"X1XXXX","X56X*",1
"X1XXXX","X57X82X1X*",1
"X1XXXX","X58X*",1
"X1XXXX","X59X*",1
"X1XXXX","X5X*",1
"X1XXXX","X5X2X*",1
"X1XXXX","X5X3X*",1
"X1XXXX","X5X3X6X19X*",1
"X1XXXX","X5X48XXX4X2X*",1
"X1XXXX","X5X6X*",1
"X1XXXX","X62X305X*",1
"X1XXXX","X63X38X*",1
"X1XXXX","X63XX*",1
"X1XXXX","X66X18X3X*",1
"X1XXXX","X66X20X1X*",1
"X1XXXX","X68X*",1
"X1XXXX","X6X*",1
"X1XXXX","X6X1X7X*",1
"X1XXXX","X6X2X*",1
"X1XXXX","X6X34X*",1
"X1XXXX","X6X46XX47XX*",1
"X1XXXX","X6X4X*",1
"X1XXXX","X6X7X*",1
"X1XXXX","X73X42XX*",1
"X1XXXX","X73XX*",1
"X1XXXX","X76X*",1
"X1XXXX","X76X4XX63XX*",1
"X1XXXX","X84X143XX*",1
"X1XXXX","X8XX1X3X*",1
"X1XXXX","X90X*",1
"X1XXXX","X94X*",1
"X1XXXX","X9X17X13X*",1
"X1XXXX","X9XX9X94X106X2X*",1
"X1XXXX","XX*",1
"X1XXXX","XX10X*",1
"X1XXXX","XX10X7X*",1
"X1XXXX","XX11X*",1
"X1XXXX","XX129XX*",1
"X1XXXX","XX132X*",1
"X1XXXX","XX144X*",1
"X1XXXX","XX1X*",1
"X1XXXX","XX1X103XX*",1
"X1XXXX","XX1XXX*",1
"X1XXXX","XX20X*",1
"X1XXXX","XX2X*",1
"X1XXXX","XX2X19X1X2X*",1
"X1XXXX","XX2XX2X*",1
"X1XXXX","XX30X*",1
"X1XXXX","XX30X61X62X*",1
"X1XXXX","XX35X*",1
"X1XXXX","XX35X6X188X*",1
"X1XXXX","XX38X*",1
"X1XXXX","XX3X*",1
"X1XXXX","XX40X*",1
"X1XXXX","XX40X2X*",1
"X1XXXX","XX4XX*",1
"X1XXXX","XX6X*",1
"X1XXXX","XX87X*",1
"X1XXXX","XXX*",1
"X1XXXX","XXXX*",1
"X1XXXX1X","X*",1
"X1XXXX1X","X11X10X*",1
"X1XXXX1X","X11X1X*",1
"X1XXXX1X","X11XXX*",1
"X1XXXX1X","X137X4X*",1
"X1XXXX1X","X13XX2X*",1
"X1XXXX1X","X143X176X*",1
"X1XXXX1X","X150X*",1
"X1XXXX1X","X15X*",1
"X1XXXX1X","X168X*",1
"X1XXXX1X","X176XX179X*",1
"X1XXXX1X","X178XX*",1
"X1XXXX1X","X17XX101X*",1
"X1XXXX1X","X18X*",1
"X1XXXX1X","X19X*",1
"X1XXXX1X","X1X*",1
"X1XXXX1X","X1X1X*",1
"X1XXXX1X","X1X20X*",1
"X1XXXX1X","X1X2X31X*",1
"X1XXXX1X","X1X2X5X*",1
"X1XXXX1X","X1X44X*",1
"X1XXXX1X","X1X74X*",1
"X1XXXX1X","X1X9X*",1
"X1XXXX1X","X1XX*",1
"X1XXXX1X","X1XX1X*",1
"X1XXXX1X","X1XX3X*",1
"X1XXXX1X","X21X*",1
"X1XXXX1X","X21X20X*",1
"X1XXXX1X","X21X43X26X17X48X*",1
"X1XXXX1X","X22X21X*",1
"X1XXXX1X","X22X23X*",1
"X1XXXX1X","X23X24X27X*",1
"X1XXXX1X","X24X*",1
"X1XXXX1X","X25X*",1
"X1XXXX1X","X29X*",1
"X1XXXX1X","X29X28X*",1
"X1XXXX1X","X2X*",1
"X1XXXX1X","X2X111X4X*",1
"X1XXXX1X","X2X1X*",1
"X1XXXX1X","X2X21X14XX10X*",1
"X1XXXX1X","X2X2XX*",1
"X1XXXX1X","X2X3X*",1.5
"X1XXXX1X","X2X3X2X30X16X3X7X*",1
"X1XXXX1X","X2XX*",1
"X1XXXX1X","X2XXX*",1
"X1XXXX1X","X30X8X1X18X2X*",1
"X1XXXX1X","X32X3X*",1
"X1XXXX1X","X34X*",1
"X1XXXX1X","X36X35X1X12X*",1
"X1XXXX1X","X376X183X1X2X*",1
"X1XXXX1X","X38X39X*",1
"X1XXXX1X","X3994X*",1
"X1XXXX1X","X3998X2X*",1
"X1XXXX1X","X3X*",1
"X1XXXX1X","X3X13X*",1
"X1XXXX1X","X3X18X*",1
"X1XXXX1X","X3X2X1X*",1
"X1XXXX1X","X3X4X*",1
"X1XXXX1X","X3X5X3X*",1
"X1XXXX1X","X3X77X80X3X*",1
"X1XXXX1X","X3X7XX*",1
"X1XXXX1X","X40X*",1
"X1XXXX1X","X41X37X*",1
"X1XXXX1X","X41XX*",1
"X1XXXX1X","X42X*",1
"X1XXXX1X","X47X*",1
"X1XXXX1X","X49X75X*",1
"X1XXXX1X","X4X*",1
"X1XXXX1X","X4X2X3X*",1
"X1XXXX1X","X4XXX*",1
"X1XXXX1X","X59X*",1
"X1XXXX1X","X6X*",1
"X1XXXX1X","X6X177X181X*",1
"X1XXXX1X","X75X*",1
"X1XXXX1X","X75X93X98X*",1
"X1XXXX1X","X79X*",1
"X1XXXX1X","X7X*",1
"X1XXXX1X","X85X*",1
"X1XXXX1X","X8X3X3X*",1
"X1XXXX1X","X95X1X12X231X*",1
"X1XXXX1X","X9X*",1
"X1XXXX1X","XX*",1
"X1XXXX1X","XX145X55X2X1XX91X1X6X*",1
"X1XXXX1X","XX145X56X2XX89XX1X5X3X*",1
"X1XXXX1X","XX15X12X*",1
"X1XXXX1X","XX19XX34X*",1
"X1XXXX1X","XX1X*",1
"X1XXXX1X","XX1X6X8X67X82X2X13X*",1
"X1XXXX1X","XX1XX*",1
"X1XXXX1X","XX236X*",1
"X1XXXX1X","XX25X*",1
"X1XXXX1X","XX26X*",1
"X1XXXX1X","XX27X*",1
"X1XXXX1X","XX2X3X2X*",1
"X1XXXX1X","XX3X1X*",1
"X1XXXX1X","XX47XX*",1
"X1XXXX1X","XX53XX*",1
"X1XXXX1X","XX62X*",1
"X1XXXX1X","XX63X*",1
"X1XXXX1X","XXX*",1
"X1XXXX1X","XXX20XX*",1
"X1XXXX1X","XXXX50X2X41X*",1
"X1XXXX1X1X","X*",1
"X1XXXX1X1X","X104X*",1
"X1XXXX1X1X","X114X*",1
"X1XXXX1X1X","X115X3X117X*",1
"X1XXXX1X1X","X173X86X2X4XX93X9X8X*",1
"X1XXXX1X1X","X180X*",1
"X1XXXX1X1X","X18X*",1
"X1XXXX1X1X","X1X*",1
"X1XXXX1X1X","X1X33X*",1
"X1XXXX1X1X","X1XX*",1
"X1XXXX1X1X","X1XX1X*",1
"X1XXXX1X1X","X21X20X*",1
"X1XXXX1X1X","X23X25X2X*",1
"X1XXXX1X1X","X26X27XX2X*",1
"X1XXXX1X1X","X27X*",1
"X1XXXX1X1X","X2X190X102X2X1XX91X2XX*",1
"X1XXXX1X1X","X2X1X*",1
"X1XXXX1X1X","X2X1X3X*",1
"X1XXXX1X1X","X2X3X2X*",1
"X1XXXX1X1X","X2X4X5X*",1
"X1XXXX1X1X","X2X65X*",1
"X1XXXX1X1X","X2XX*",1
"X1XXXX1X1X","X2XX1X*",1
"X1XXXX1X1X","X2XXX*",1
"X1XXXX1X1X","X31X88X*",1
"X1XXXX1X1X","X36X34X73X2X*",1
"X1XXXX1X1X","X37X31X1X92XX18X23X*",1
"X1XXXX1X1X","X3X*",1
"X1XXXX1X1X","X3X37X38X40X72X35X*",1
"X1XXXX1X1X","X3X6X*",1
"X1XXXX1X1X","X3XX1X*",1
"X1XXXX1X1X","X4X2X1X5X*",1
"X1XXXX1X1X","X59X61X*",1
"X1XXXX1X1X","X59X70X8X*",1
"X1XXXX1X1X","X5X*",1
"X1XXXX1X1X","X5X131XX*",1
"X1XXXX1X1X","X5X27X139X*",1
"X1XXXX1X1X","X6X3X*",1
"X1XXXX1X1X","X76X78XX*",1
"X1XXXX1X1X","X79X25X24X*",1
"X1XXXX1X1X","X79XX1X*",1
"X1XXXX1X1X","X9X17X13X*",1
"X1XXXX1X1X","X9X1X*",1
"X1XXXX1X1X","XX*",1
"X1XXXX1X1X","XX1X*",1
"X1XXXX1X1X","XX26X*",1
"X1XXXX1X1X","XX2X19X1X2X*",1
"X1XXXX1X1X","XX38X*",1
"X1XXXX1X1X","XX3X*",1
"X1XXXX1X1X","XX40X*",1
"X1XXXX1X1X","XX47XX*",1
"X1XXXX1X1X","XX69X*",1
"X1XXXX1X1X","XX6XX*",1
"X1XXXX1X1X","XX7XX*",1
"X1XXXX1X1X","XX8X1X*",1
"X1XXXX1X1X","XX91X3X92X*",1
"X1XXXX1X1X","XXX1X*",1
"X1XXXX1X1X","XXX33X113X78X*",1
"X1XXXX1X1X","XXXX*",1
"X1XXXX1X1X1X","X*",1
"X1XXXX1X1X1X","X12X3X7X35X*",1
"X1XXXX1X1X1X","X147X58X3XX1X92XX1X*",1
"X1XXXX1X1X1X","X1XX*",1
"X1XXXX1X1X1X","X2X3X*",1
"X1XXXX1X1X1X","X342X*",1
"X1XXXX1X1X1X","X53X*",1
"X1XXXX1X1X1X","X5X10X12X*",1
"X1XXXX1X1X1X","X8X*",1
"X1XXXX1X1X1X","XX1X*",1
"X1XXXX1X1X1X","XX2XX2X*",1
"X1XXXX1X1X2X","X*",1
"X1XXXX1X1X2X","X114X107X106X104X*",1
"X1XXXX1X1X2X","X13XX24X*",1
"X1XXXX1X1X2X","X14X1X*",1
"X1XXXX1X1X2X","X17XX101X*",1
"X1XXXX1X1X2X","X18X*",1
"X1XXXX1X1X2X","X1X*",1
"X1XXXX1X1X2X","X22X39X18X*",1
"X1XXXX1X1X2X","X23X*",1
"X1XXXX1X1X2X","X2X*",1
"X1XXXX1X1X2X","X2XX1X*",1
"X1XXXX1X1X2X","X3X142X*",1
"X1XXXX1X1X2X","X7X11X*",1
"X1XXXX1X1X2X","XX166X20X*",1
"X1XXXX1X1X2X","XX3XX*",1
"X1XXXX1X1X2X","XX4X1X*",1
"X1XXXX1XX","X*",1
"X1XXXX1XX","X14X1X*",1
"X1XXXX1XX","X19X25X*",1
"X1XXXX1XX","X216X*",1
"X1XXXX1XX","X26X30XX*",1
"X1XXXX1XX","X3X*",1
"X1XXXX1XX","X4X1X*",1
"X1XXXX1XX","X61X231X*",1
"X1XXXX1XX","XX1XX*",1
"X1XXXX1XX","XX2X*",1
"X1XXXX1XX","XXX*",1
"X1XXXX1XX","XXX20XX*",1
"X1XXXX1XXX","X*",1
"X1XXXX1XXX","X1X*",1
"X1XXXX1XXX","X1X113X*",1
"X1XXXX1XXX","X1XX1X*",1
"X1XXXX1XXX","X21X142X147XX*",1
"X1XXXX1XXX","X2X*",1
"X1XXXX1XXX","X2X111X4X*",1
"X1XXXX1XXX","X2X21X14XX10X*",1
"X1XXXX1XXX","X2X3X9X15X*",1
"X1XXXX1XXX","X2XX*",1
"X1XXXX1XXX","X30X16X98X*",1
"X1XXXX1XXX","X369X3X*",1
"X1XXXX1XXX","X3X1X*",1
"X1XXXX1XXX","X3X2X*",1
"X1XXXX1XXX","X4X*",1
"X1XXXX1XXX","X51X*",1
"X1XXXX1XXX","X6X*",1
"X1XXXX1XXX","X9X8X40X94X34X37X*",1
"X1XXXX1XXX","XX*",1
"X1XXXX1XXX","XXX*",1
"X1XXXX1XXXX","X*",1
"X1XXXX1XXXX","X1X*",1
"X1XXXX1XXXX","X1X9XX*",1
"X1XXXX1XXXX","X2X*",1
"X1XXXX1XXXX","X2X25X29X2X44XX35X*",1
"X1XXXX1XXXX","X3X*",1
"X1XXXX1XXXX","X3X7X*",1
"X1XXXX1XXXX","X6X*",1
"X1XXXX1XXXX","X78X*",1
"X1XXXX1XXXX","XX*",1
"X1XXXX1XXXX","XX143X234XX*",1
"X1XXXX1XXXX","XX179X1X*",1
"X1XXXX1XXXX","XX2X*",1
"X1XXXX1XXXX","XX3X*",1
"X1XXXX1XXXX","XX4X*",1
"X1XXXX1XXXX","XX69XX2X6X71X*",1
"X1XXXX1XXXX4X","X*",1
"X1XXXX1XXXX4X","X178X*",1
"X1XXXX1XXXX4X","X1X*",1
"X1XXXX1XXXX4X","X1XX2X*",1
"X1XXXX1XXXX4X","X2X192X108XX4X5X92XX1X3X*",1
"X1XXXX1XXXX4X","X41XX49X*",1
"X1XXXX1XXXX4X","X47X23X46X21X*",1
"X1XXXX1XXXX4X","XX*",1
"X1XXXX1XXXX4X","XX11X*",1
"X1XXXX1XXXX4X","XXX46XX1X*",1
"X1XXXX2X","X*",1
"X1XXXX2X","X1X*",1
"X1XXXX2X","X21X*",1
"X1XXXX2X","X2X3X9X15X*",1
"X1XXXX2X","X2XX*",1
"X1XXXX2X","X41X7X*",1
"X1XXXX2X","X6X*",1
"X1XXXX2X","X7X1XX5XX2X*",1
"X1XXXX2X","XX*",1
"X1XXXX2X1X","X*",1
"X1XXXX2X1X","X148X156X1X*",1
"X1XXXX2X1X","X1XX*",1
"X1XXXX2X1X","X27X*",1
"X1XXXX2X1X","X4X*",1
"X1XXXX2X1X","X6X2X*",1
"X1XXXX2X1X","X80X*",1
"X1XXXX2X1X","XX*",1
"X1XXXX2X1X","XX49X1X*",1
"X1XXXX3X","X*",1
"X1XXXX3X","X179X1X*",1
"X1XXXX3X","X1X*",1
"X1XXXX3X","X1X39X*",1
"X1XXXX3X","X24X*",1
"X1XXXX3X","X299X*",1
"X1XXXX3X","X2X*",1
"X1XXXX3X","X2X2X21X*",1
"X1XXXX3X","X2XX2X*",1
"X1XXXX3X","X30X28X178X*",1
"X1XXXX3X","X3X2X*",1
"X1XXXX3X","X56X*",1
"X1XXXX3X","X59X16X*",1
"X1XXXX3X","X59X70X8X*",1
"X1XXXX3X","X69X21X2X3X3X*",1
"X1XXXX3X","X73XX75X*",1
"X1XXXX3X","X9X127X133X130X*",1
"X1XXXX3X","XX*",1
"X1XXXX3X","XX145X55X2X1XX91X1X6X*",1
"X1XXXX3X","XX1X*",1
"X1XXXX3X","XX2X*",1
"X1XXXX3X","XX2X19X1X2X*",1
"X1XXXX3X","XX3XX2X299X*",1
"X1XXXX3X","XX80X*",1
"X1XXXX3X","XXX*",1
"X1XXXX4X","X*",1
"X1XXXX4X","X1X*",1
"X1XXXX4X","X1X12XX*",1
"X1XXXX4X","X1X4X9X1X*",1
"X1XXXX4X","X1XX3X*",1
"X1XXXX4X","X25X*",1
"X1XXXX4X","X28X*",1
"X1XXXX4X","X2X*",1
"X1XXXX4X","X2X3X1X*",1
"X1XXXX4X","X2XX*",1
"X1XXXX4X","X32X34X*",1
"X1XXXX4X","X47X19X17X44X*",1
"X1XXXX4X","X59X*",1
"X1XXXX4X","X90X*",1
"X1XXXX4X","XX*",1
"X1XXXX4X","XX1X*",1
"X1XXXX4X","XX24X37X4X*",1
"X1XXXX4X","XX2X*",1
"X1XXXX4X","XX94X99X*",1
"X1XXXXX","X*",1
"X1XXXXX","X108X*",1
"X1XXXXX","X10X1X96X*",1
"X1XXXXX","X10X2X6X90X*",1
"X1XXXXX","X111X107X*",1
"X1XXXXX","X114X107X106X104X*",1
"X1XXXXX","X115XX1X*",1
"X1XXXXX","X11X*",1
"X1XXXXX","X12X*",1
"X1XXXXX","X12X21X*",1
"X1XXXXX","X136X1X*",1
"X1XXXXX","X13X2XX1X7X*",1
"X1XXXXX","X13X3XX17X*",1
"X1XXXXX","X141X*",1
"X1XXXXX","X148X3X*",1
"X1XXXXX","X154X37X29X31X28X*",1
"X1XXXXX","X169X*",1
"X1XXXXX","X178XX*",1
"X1XXXXX","X179X1X*",1
"X1XXXXX","X187X*",1
"X1XXXXX","X189X190X339X229X*",1
"X1XXXXX","X18X3X*",1
"X1XXXXX","X194X3X104X2X4X84X176XX10X*",1
"X1XXXXX","X19X1X*",1
"X1XXXXX","X1X*",1
"X1XXXXX","X1X1X23X26X*",1
"X1XXXXX","X1X22X*",1
"X1XXXXX","X1X2X*",1
"X1XXXXX","X1X2X16XX*",1
"X1XXXXX","X1X2X5X*",1
"X1XXXXX","X1X2XX2X*",1
"X1XXXXX","X1X42X41X*",1
"X1XXXXX","X1X77XX*",1
"X1XXXXX","X1X96X1X111XXX9X*",1
"X1XXXXX","X1XX*",1
"X1XXXXX","X1XX23X*",1
"X1XXXXX","X20X11X74X*",1
"X1XXXXX","X210X*",1
"X1XXXXX","X21X20X*",1
"X1XXXXX","X234X1X*",1
"X1XXXXX","X23X25X2X*",1
"X1XXXXX","X25X*",1
"X1XXXXX","X263XX266X*",1
"X1XXXXX","X26X*",1
"X1XXXXX","X27X*",1
"X1XXXXX","X27X28X*",1
"X1XXXXX","X27XX*",1
"X1XXXXX","X28X*",1
"X1XXXXX","X28X32X*",1
"X1XXXXX","X2X*",1
"X1XXXXX","X2X16X*",1
"X1XXXXX","X2X1X*",1
"X1XXXXX","X2X1X37X2X*",1
"X1XXXXX","X2X2X10X44X1X*",1
"X1XXXXX","X2X2X21X*",1
"X1XXXXX","X2X34X*",1
"X1XXXXX","X2X57X3X*",1
"X1XXXXX","X2XX*",1
"X1XXXXX","X2XX1X*",1
"X1XXXXX","X2XX2X*",1
"X1XXXXX","X30X*",1
"X1XXXXX","X312X310X229X*",1
"X1XXXXX","X34X64X8X26X23X*",1
"X1XXXXX","X36X*",1
"X1XXXXX","X36X38X*",1
"X1XXXXX","X36X41XX3X*",1
"X1XXXXX","X36XX*",1
"X1XXXXX","X376X1X184X2X1X*",1
"X1XXXXX","X39X*",1
"X1XXXXX","X3X*",1
"X1XXXXX","X3X100X*",1
"X1XXXXX","X3X1X*",1
"X1XXXXX","X3X1X6X*",1
"X1XXXXX","X3X214X*",1
"X1XXXXX","X3X2X*",1
"X1XXXXX","X3X2X63X*",1
"X1XXXXX","X3X37X38X40X72X35X*",1
"X1XXXXX","X3X7X*",1
"X1XXXXX","X3XX*",1
"X1XXXXX","X3XX3X2XX2X6X*",1
"X1XXXXX","X41X29X*",1
"X1XXXXX","X41X42X48X*",1
"X1XXXXX","X41X7X*",1
"X1XXXXX","X47X23X46X21X*",1
"X1XXXXX","X49X5X1X55X45X43X*",1
"X1XXXXX","X49X75X*",1
"X1XXXXX","X4X*",1
"X1XXXXX","X4X196X198X2X1X*",1
"X1XXXXX","X4X1X90X*",1
"X1XXXXX","X50X*",1
"X1XXXXX","X53X*",1
"X1XXXXX","X53X1X*",1
"X1XXXXX","X54X*",1
"X1XXXXX","X55XX31X27X*",1
"X1XXXXX","X5X*",1
"X1XXXXX","X5X2X130X*",1
"X1XXXXX","X5X48XXX4X2X*",1
"X1XXXXX","X61X*",1
"X1XXXXX","X61X231X*",1
"X1XXXXX","X61X305X*",1
"X1XXXXX","X63X*",1
"X1XXXXX","X67X37X7X45XX*",1
"X1XXXXX","X6X1X7X*",1
"X1XXXXX","X6X2X3X*",1
"X1XXXXX","X6X49X*",1
"X1XXXXX","X72X*",1
"X1XXXXX","X75X*",1
"X1XXXXX","X75X92X97X*",1
"X1XXXXX","X77X*",1
"X1XXXXX","X78X13X11X*",1
"X1XXXXX","X7X*",1
"X1XXXXX","X7X8XX21X10X*",1
"X1XXXXX","X7XX*",1
"X1XXXXX","X84XX2X*",1
"X1XXXXX","X8X*",1
"X1XXXXX","X8XX1XXX*",1
"X1XXXXX","X97XX97XX*",1
"X1XXXXX","X9X*",1
"X1XXXXX","X9X8X3X*",1
"X1XXXXX","X9XX9X94X106X2X*",1
"X1XXXXX","XX*",1
"X1XXXXX","XX103X48X*",1
"X1XXXXX","XX129XX*",1
"X1XXXXX","XX145X56X2XX89XX1X5X3X*",1
"X1XXXXX","XX1X*",1
"X1XXXXX","XX1X1X*",1
"X1XXXXX","XX1X4X*",1
"X1XXXXX","XX1X6X8X67X82X2X13X*",1
"X1XXXXX","XX26X2X*",1
"X1XXXXX","XX27X*",1
"X1XXXXX","XX29X*",1
"X1XXXXX","XX2X*",1
"X1XXXXX","XX2X5X*",1
"X1XXXXX","XX30X61X62X*",1
"X1XXXXX","XX31X21X*",1
"X1XXXXX","XX3X1X*",1
"X1XXXXX","XX40X*",1
"X1XXXXX","XX4X*",1
"X1XXXXX","XX5X2X*",1
"X1XXXXX","XX5X6X*",1
"X1XXXXX","XX63X*",1
"X1XXXXX","XX6X*",1
"X1XXXXX","XX6XX*",1
"X1XXXXX","XX8X1X*",1
"X1XXXXX","XXX*",1
"X1XXXXX","XXX82X*",1
"X1XXXXX1X","X*",2
"X1XXXXX1X","X103X*",1
"X1XXXXX1X","X104X*",1
"X1XXXXX1X","X109X*",1
"X1XXXXX1X","X10X*",1
"X1XXXXX1X","X10XX2X60X*",1
"X1XXXXX1X","X11X1X*",1
"X1XXXXX1X","X12X21X*",1
"X1XXXXX1X","X12X24X*",1
"X1XXXXX1X","X12X3X7X35X*",1
"X1XXXXX1X","X136X1X40X47X*",1
"X1XXXXX1X","X13X*",1
"X1XXXXX1X","X143X88X*",1
"X1XXXXX1X","X147X*",1
"X1XXXXX1X","X148X145X144X*",1
"X1XXXXX1X","X14X*",1
"X1XXXXX1X","X15X14X9X1X*",1
"X1XXXXX1X","X15XX16X2X*",1
"X1XXXXX1X","X166X163XX*",1
"X1XXXXX1X","X16X9X*",1
"X1XXXXX1X","X170X*",1
"X1XXXXX1X","X176X177X*",1
"X1XXXXX1X","X176XX179X*",1
"X1XXXXX1X","X178XX*",1
"X1XXXXX1X","X179X177X175X1X174X170X*",1
"X1XXXXX1X","X17X3X*",1
"X1XXXXX1X","X180XX*",1
"X1XXXXX1X","X184X178X4X*",1
"X1XXXXX1X","X18X2X2X*",1
"X1XXXXX1X","X192X105XX1X103X10X1X2X*",1
"X1XXXXX1X","X192X43X57X4XX92XX3X5X*",1
"X1XXXXX1X","X19X1X*",1
"X1XXXXX1X","X19X20X*",1
"X1XXXXX1X","X1X*",1
"X1XXXXX1X","X1X135X144X3X2X58X2X*",1
"X1XXXXX1X","X1X14X7X*",1
"X1XXXXX1X","X1X183X184X*",1
"X1XXXXX1X","X1X20X74X*",1
"X1XXXXX1X","X1X25X2X5X*",1
"X1XXXXX1X","X1X2X*",1
"X1XXXXX1X","X1X2XX2X*",1
"X1XXXXX1X","X1X2XX6X3X62X1X56X*",1
"X1XXXXX1X","X1X3X*",1
"X1XXXXX1X","X1X47X8X*",1
"X1XXXXX1X","X1X4X47XX41X*",1
"X1XXXXX1X","X1X6XX1X*",1
"X1XXXXX1X","X1X80X79X*",1
"X1XXXXX1X","X1X9XX*",1
"X1XXXXX1X","X1XX*",1
"X1XXXXX1X","X1XX1X*",1
"X1XXXXX1X","X1XX2X*",1
"X1XXXXX1X","X1XX4X*",1
"X1XXXXX1X","X1XX5X*",1
"X1XXXXX1X","X20X*",1
"X1XXXXX1X","X21X1X*",1
"X1XXXXX1X","X21X20X*",1
"X1XXXXX1X","X22X*",1
"X1XXXXX1X","X22X18X*",1
"X1XXXXX1X","X22XX*",1
"X1XXXXX1X","X23X*",1
"X1XXXXX1X","X23X25X2X*",1
"X1XXXXX1X","X23X8X*",1
"X1XXXXX1X","X24X*",1
"X1XXXXX1X","X24X141X27X138X*",1
"X1XXXXX1X","X26X*",1
"X1XXXXX1X","X27X85X*",1
"X1XXXXX1X","X282X284X*",1
"X1XXXXX1X","X28X21X3X*",1
"X1XXXXX1X","X29X10X1X*",1
"X1XXXXX1X","X29X26X3X*",1
"X1XXXXX1X","X29XX80X*",1
"X1XXXXX1X","X2X*",1
"X1XXXXX1X","X2X11X*",1
"X1XXXXX1X","X2X14X*",1
"X1XXXXX1X","X2X191X*",1
"X1XXXXX1X","X2X1X*",1
"X1XXXXX1X","X2X1X37X2X*",1
"X1XXXXX1X","X2X1XX*",1
"X1XXXXX1X","X2X1XX29X46X*",1
"X1XXXXX1X","X2X23X25X*",1
"X1XXXXX1X","X2X25X29X2X44XX35X*",1
"X1XXXXX1X","X2X27XX*",1
"X1XXXXX1X","X2X2X*",1
"X1XXXXX1X","X2X31X2X*",1
"X1XXXXX1X","X2X37X*",1
"X1XXXXX1X","X2X3X*",1
"X1XXXXX1X","X2X3X1X*",1
"X1XXXXX1X","X2X3X2X*",1
"X1XXXXX1X","X2X66X*",1
"X1XXXXX1X","X2X79X*",1
"X1XXXXX1X","X2X7X*",1
"X1XXXXX1X","X2X80XX*",1
"X1XXXXX1X","X2XX*",1
"X1XXXXX1X","X2XX2X*",1
"X1XXXXX1X","X2XXX*",1
"X1XXXXX1X","X30X27X181X*",1
"X1XXXXX1X","X31X88X*",1
"X1XXXXX1X","X34X*",1
"X1XXXXX1X","X36X35X*",1
"X1XXXXX1X","X36X41XX3X*",1
"X1XXXXX1X","X37X31X1X92XX18X23X*",1
"X1XXXXX1X","X3X*",1
"X1XXXXX1X","X3X100X*",1
"X1XXXXX1X","X3X178X*",1
"X1XXXXX1X","X3X180X*",1
"X1XXXXX1X","X3X1X*",1
"X1XXXXX1X","X3X20X1X3XX*",1
"X1XXXXX1X","X3X2X*",1
"X1XXXXX1X","X3X2X1X*",1
"X1XXXXX1X","X3X2X22X*",1
"X1XXXXX1X","X3X2XX*",1
"X1XXXXX1X","X3X34X*",1
"X1XXXXX1X","X3X49X*",1
"X1XXXXX1X","X3X4X78X*",1
"X1XXXXX1X","X3X5X1XX5X*",1
"X1XXXXX1X","X3X7XX*",1
"X1XXXXX1X","X3X8X16X17X2X*",1
"X1XXXXX1X","X3XX*",1
"X1XXXXX1X","X3XX1X*",1
"X1XXXXX1X","X41X*",1
"X1XXXXX1X","X41X2XX*",1
"X1XXXXX1X","X41XX49X*",1
"X1XXXXX1X","X420X1X*",1
"X1XXXXX1X","X42X1X13X*",1
"X1XXXXX1X","X46X1X*",1
"X1XXXXX1X","X46X31X89X5X2X*",1
"X1XXXXX1X","X49X75X*",1
"X1XXXXX1X","X4X*",1
"X1XXXXX1X","X4X1X*",1
"X1XXXXX1X","X4X2X88X89X*",1
"X1XXXXX1X","X4X3X*",1
"X1XXXXX1X","X4X3X3X*",1
"X1XXXXX1X","X4X61X*",1
"X1XXXXX1X","X4XX*",1
"X1XXXXX1X","X50X*",1
"X1XXXXX1X","X50X67X34X34X23X1X*",1
"X1XXXXX1X","X52X1X2X*",1
"X1XXXXX1X","X52X51X*",1
"X1XXXXX1X","X52X57X58X21X*",1
"X1XXXXX1X","X53X*",1
"X1XXXXX1X","X55X*",1
"X1XXXXX1X","X58X15X155X2X*",1
"X1XXXXX1X","X58X2X*",1
"X1XXXXX1X","X58X48X1X*",1
"X1XXXXX1X","X59X*",1
"X1XXXXX1X","X5X*",1
