pdbidx,strpdbidx,pdbname,coverage,source,unique_motif
272,s272,4HG4_1,0.7142857142857143,ab,29
302,s302,4XNQ_1,0.42857142857142855,ab,31
332,s332,5DMG_1,0.36363636363636365,ab,35
362,s362,4TNW_1,0.5,ab,37
392,s392,5T29_1,0.4,ab,40
422,s422,5DWU_1,0.42857142857142855,ab,40
452,s452,1J1O_1,0.6666666666666666,ab,41
482,s482,3NCY_1,0.8333333333333334,ab,41
512,s512,2NYY_1,0.5,ab,44
542,s542,4PP1_1,0.7142857142857143,ab,44
572,s572,4FFV_1,0.5,ab,45
602,s602,1IC7_1,0.75,ab,45
632,s632,4R4N_1,0.25,ab,48
662,s662,4ZPT_1,0.5714285714285714,ab,51
692,s692,3ULU_3,0.75,ab,51
722,s722,1RJL_1,0.6666666666666666,ab,53
752,s752,4UTA_1,0.75,ab,54
782,s782,3G5V_1,0.42857142857142855,ab,55
812,s812,3LQA_1,1.0,ab,55
2,s2,1QKZ_1,0.0,ab,12
32,s32,4DVR_1,0.3333333333333333,ab,16
62,s62,5JW4_1,0.2,ab,20
92,s92,1NCA_1,0.5714285714285714,ab,22
122,s122,4HC1_1,0.5555555555555556,ab,25
152,s152,4LF3_1,0.5,ab,27
182,s182,4ZS7_1,0.7142857142857143,ab,29
212,s212,5K9Q_1,0.5,ab,31
242,s242,4XNZ_1,0.25,ab,34
272,s272,3MLW_1,0.3333333333333333,ab,38
302,s302,2LTQ_1,0.6,ab,40
332,s332,2OR9_1,0.5,ab,41
362,s362,5K9O_1,0.8,ab,41
392,s392,3QWO_1,0.5,ab,43
422,s422,4G6A_1,0.6,ab,45
452,s452,3SGE_1,0.5,ab,47
482,s482,4U1G_1,0.5,ab,50
512,s512,4RIS_1,0.8333333333333334,ab,51
542,s542,5JZ7_1,0.625,ab,53
572,s572,1FPT_1,0.5,ab,55
602,s602,5F9O_1,0.625,ab,56
632,s632,3PNW_1,0.8,ab,57
662,s662,4YZF_1,0.8,ab,58
692,s692,4ODX_1,0.5714285714285714,ab,59
722,s722,4ZS6_1,0.8,ab,60
752,s752,4LIQ_1,0.625,ab,62
782,s782,1IC7_1,0.625,ab,63
812,s812,5L0Q_1,0.5,ab,66
2,s2,4Q5Z_6,0.0,ab,7
32,s32,5IBL_1,0.25,ab,10
62,s62,3L5X_1,0.6,ab,11
92,s92,2OSL_1,0.2,ab,14
122,s122,3UC0_1,0.3333333333333333,ab,17
152,s152,1N64_1,0.42857142857142855,ab,20
182,s182,1FE8_1,0.5555555555555556,ab,22
212,s212,3BAE_1,0.4,ab,24
242,s242,5KVE_1,0.5714285714285714,ab,26
272,s272,5TE7_1,0.4444444444444444,ab,28
302,s302,5DD0_1,0.5,ab,30
332,s332,3FMG_1,0.5,ab,31
362,s362,2QSC_1,0.4,ab,33
392,s392,3G5Y_1,0.5714285714285714,ab,33
422,s422,5D93_1,0.5714285714285714,ab,35
452,s452,2R56_1,0.5555555555555556,ab,36
482,s482,4K7P_2,0.5714285714285714,ab,38
512,s512,2Y06_1,0.4,ab,41
542,s542,1TQB_1,0.5,ab,45
572,s572,3DRQ_1,0.5,ab,47
602,s602,5CZX_1,0.625,ab,48
632,s632,4KXZ_1,1.0,ab,48
662,s662,3UJI_1,0.6666666666666666,ab,50
692,s692,5HJ3_1,0.5714285714285714,ab,53
722,s722,4KI5_1,0.6666666666666666,ab,54
752,s752,2VXQ_1,0.5,ab,56
782,s782,2BDN_1,0.5,ab,58
812,s812,3QWO_1,0.75,ab,58
2,s2,5B8C_1,0.14285714285714285,ab,10
32,s32,2FJG_1,0.2,ab,12
62,s62,3V7A_1,0.4,ab,14
92,s92,5DD0_1,0.5,ab,16
122,s122,4BH8_1,0.5,ab,18
152,s152,3DRQ_1,0.5,ab,20
182,s182,2DQI_1,0.7142857142857143,ab,21
212,s212,4YWG_2,0.3333333333333333,ab,23
242,s242,4LKX_1,0.25,ab,27
272,s272,4DKE_1,0.3333333333333333,ab,28
302,s302,3GI9_1,0.5714285714285714,ab,31
332,s332,1P2C_1,0.42857142857142855,ab,33
362,s362,4D9Q_1,0.5555555555555556,ab,36
392,s392,4JAN_1,0.7142857142857143,ab,36
422,s422,3G5V_1,0.2857142857142857,ab,38
452,s452,1NAK_1,0.5,ab,41
482,s482,2QHR_1,0.4,ab,44
512,s512,5IG7_1,0.8333333333333334,ab,45
542,s542,1FDL_1,0.625,ab,45
572,s572,1CU4_1,0.5,ab,47
602,s602,5HJ3_1,0.7142857142857143,ab,49
632,s632,5KJR_1,0.4,ab,52
662,s662,4PY8_1,0.4,ab,54
692,s692,1AFV_1,0.6,ab,55
722,s722,4O9H_1,0.6666666666666666,ab,56
752,s752,3GRW_1,0.5,ab,58
782,s782,3S37_1,0.625,ab,59
812,s812,2J88_1,0.5714285714285714,ab,62
2,s2,4FQI_1,0.5,ab,6
32,s32,4TNW_1,0.5,ab,8
62,s62,2IPU_1,0.4,ab,10
92,s92,4K2U_1,0.6666666666666666,ab,12
122,s122,3EOA_1,0.42857142857142855,ab,14
152,s152,3GHE_1,0.3333333333333333,ab,18
182,s182,1EO8_1,0.25,ab,22
212,s212,2Y6S_1,0.4444444444444444,ab,25
242,s242,4R4F_1,0.2857142857142857,ab,28
272,s272,1OAZ_1,1.0,ab,28
302,s302,2LTQ_1,0.6,ab,30
332,s332,2FD6_1,0.4,ab,33
362,s362,5EOR_1,0.8571428571428571,ab,34
392,s392,5U3O_1,0.5,ab,36
422,s422,5K9Q_1,0.5,ab,38
452,s452,4H88_1,0.8333333333333334,ab,38
482,s482,3RVV_1,0.5714285714285714,ab,39
512,s512,4XAK_1,0.5,ab,41
542,s542,5KW9_1,0.75,ab,42
572,s572,3FMG_1,0.5,ab,43
602,s602,5T5B_1,0.6,ab,45
632,s632,4IJ3_1,0.75,ab,46
662,s662,5LCV_1,0.6666666666666666,ab,47
692,s692,3MLY_1,0.5714285714285714,ab,49
722,s722,3R1G_1,0.5,ab,51
752,s752,1NFD_1,0.8571428571428571,ab,52
782,s782,4K7P_2,0.5714285714285714,ab,54
812,s812,4LQF_1,0.6666666666666666,ab,56
2,s2,4G7V_1,0.2857142857142857,ab,8
32,s32,4GMS_1,0.5,ab,9
62,s62,1QNZ_1,0.25,ab,14
92,s92,3WLW_1,0.5,ab,16
122,s122,5TPN_1,0.5,ab,19
152,s152,4F3F_1,0.3333333333333333,ab,23
182,s182,3LEX_1,0.375,ab,25
212,s212,1NCA_1,0.42857142857142855,ab,28
242,s242,4XTR_1,0.3333333333333333,ab,29
272,s272,3D9A_1,0.625,ab,30
302,s302,3EFF_1,0.6666666666666666,ab,30
332,s332,2W9E_1,0.7142857142857143,ab,31
362,s362,2VXT_1,0.3,ab,35
392,s392,1S78_1,0.5,ab,38
422,s422,2DQI_1,0.7142857142857143,ab,39
452,s452,3L5W_1,0.6,ab,40
482,s482,3H42_1,0.7142857142857143,ab,42
512,s512,5FGC_1,0.3333333333333333,ab,45
542,s542,3MXW_1,0.5,ab,46
572,s572,2WUC_1,0.5714285714285714,ab,47
602,s602,5EA0_1,0.8333333333333334,ab,48
632,s632,2A6I_1,0.42857142857142855,ab,49
662,s662,3IU3_1,0.7777777777777778,ab,50
692,s692,1UJ3_1,0.75,ab,51
722,s722,4EDW_1,0.5714285714285714,ab,52
752,s752,2DQD_1,0.5555555555555556,ab,54
782,s782,5JW4_1,0.6,ab,56
812,s812,4O51_1,0.6666666666666666,ab,58
2,s2,4JKP_1,0.125,ab,7
32,s32,3GRW_1,0.125,ab,12
62,s62,3WD5_1,0.2857142857142857,ab,16
92,s92,4R4N_1,0.125,ab,20
122,s122,3G5Y_1,0.2857142857142857,ab,22
152,s152,5DHV_1,0.8,ab,23
182,s182,4P3C_1,0.6666666666666666,ab,25
212,s212,1IKF_1,1.0,ab,25
242,s242,5JQ6_1,0.2857142857142857,ab,28
272,s272,4P59_1,0.3,ab,32
302,s302,5CZV_1,0.42857142857142855,ab,33
332,s332,4GMS_1,0.3333333333333333,ab,35
362,s362,3IU3_1,0.5555555555555556,ab,38
392,s392,2OTU_1,0.6666666666666666,ab,38
422,s422,5KW9_1,0.75,ab,39
452,s452,4DVR_1,0.6666666666666666,ab,41
482,s482,4M5Z_1,0.8571428571428571,ab,41
512,s512,3EOA_1,0.5714285714285714,ab,42
542,s542,2IGF_1,0.6666666666666666,ab,44
572,s572,5C7X_1,1.0,ab,44
602,s602,3GHE_1,0.5,ab,47
632,s632,1IC7_1,0.625,ab,48
662,s662,5IQ9_1,0.25,ab,51
692,s692,1V7M_1,0.625,ab,53
722,s722,2YC1_1,0.8333333333333334,ab,54
752,s752,4TSB_1,0.6,ab,56
782,s782,4PLJ_1,1.0,ab,56
812,s812,4GAJ_1,0.6,ab,58
2,s2,4BZ1_1,0.16666666666666666,ab,13
32,s32,5HJ3_1,0.42857142857142855,ab,17
62,s62,3SDY_1,0.25,ab,20
92,s92,4ZSO_1,0.3333333333333333,ab,23
122,s122,5C7X_1,0.6666666666666666,ab,24
152,s152,4CNI_1,0.5714285714285714,ab,26
182,s182,1J1O_1,0.4444444444444444,ab,29
212,s212,4LQF_1,0.5,ab,32
242,s242,5GGR_1,0.5,ab,33
272,s272,3R1G_1,0.5,ab,35
302,s302,2QAD_1,0.75,ab,36
332,s332,3RVV_1,0.5714285714285714,ab,37
362,s362,3T3P_1,0.7142857142857143,ab,38
392,s392,2DQH_1,0.5555555555555556,ab,40
422,s422,5D96_1,0.7142857142857143,ab,41
452,s452,1G7M_1,0.5,ab,41
482,s482,5H35_1,0.42857142857142855,ab,45
512,s512,4BH8_1,1.0,ab,45
542,s542,4M1G_1,0.5,ab,47
572,s572,4JKP_1,0.375,ab,49
602,s602,2DQC_1,0.7777777777777778,ab,49
632,s632,1IC7_1,0.75,ab,49
662,s662,4F2M_1,0.375,ab,51
692,s692,4HG4_1,0.7142857142857143,ab,51
722,s722,4N0Y_1,0.5,ab,54
752,s752,4JR9_1,0.5,ab,54
782,s782,1TZH_1,0.5714285714285714,ab,55
812,s812,5DHV_1,0.8,ab,56
2,s2,1YQV_1,0.125,ab,10
32,s32,4OGY_1,0.16666666666666666,ab,13
62,s62,4JZO_1,0.42857142857142855,ab,16
92,s92,5DMG_1,0.09090909090909091,ab,23
122,s122,1XIW_1,0.3333333333333333,ab,26
152,s152,5KTE_1,0.5,ab,27
182,s182,1QFU_1,0.375,ab,30
212,s212,3ULU_3,0.625,ab,31
242,s242,4TSC_1,0.4,ab,34
272,s272,4H8W_1,0.7142857142857143,ab,35
302,s302,5IG7_1,0.6666666666666666,ab,37
332,s332,4RGN_2,0.6,ab,39
362,s362,4PP2_1,0.7142857142857143,ab,40
392,s392,4D3C_1,0.75,ab,41
422,s422,4XAK_1,0.5,ab,43
452,s452,3S35_1,0.5714285714285714,ab,45
482,s482,3G04_1,0.6666666666666666,ab,47
512,s512,4YK4_1,0.75,ab,48
542,s542,4N90_1,0.6666666666666666,ab,49
572,s572,2IGF_1,0.5,ab,52
602,s602,5DSC_1,0.3333333333333333,ab,53
632,s632,4Z5R_1,0.6666666666666666,ab,54
662,s662,4XH2_1,0.42857142857142855,ab,56
692,s692,4M1G_1,0.75,ab,57
722,s722,5X08_1,0.8333333333333334,ab,58
752,s752,4BZ2_1,0.6666666666666666,ab,59
782,s782,4OGY_2,0.5,ab,61
812,s812,2CK0_1,0.6666666666666666,ab,62
2,s2,5HDQ_1,0.25,ab,7
32,s32,1DVF_1,0.5,ab,8
62,s62,2Y6S_1,0.2222222222222222,ab,13
92,s92,4HG4_2,0.2857142857142857,ab,16
122,s122,4J4P_1,0.75,ab,16
152,s152,2WUC_1,0.14285714285714285,ab,20
182,s182,4NP4_1,0.5,ab,22
212,s212,4DKE_1,0.3333333333333333,ab,23
242,s242,1FPT_1,0.3333333333333333,ab,26
272,s272,1QNZ_1,0.25,ab,31
302,s302,2DQF_1,0.5,ab,33
332,s332,2EKS_1,0.6,ab,34
362,s362,2JEL_1,0.5714285714285714,ab,37
392,s392,3G04_1,0.6666666666666666,ab,39
422,s422,5D96_1,0.8571428571428571,ab,39
452,s452,3H42_1,0.5714285714285714,ab,42
482,s482,4JM2_2,0.5,ab,43
512,s512,3VE0_1,0.3333333333333333,ab,45
542,s542,4HJ0_1,0.4444444444444444,ab,48
572,s572,3SE9_1,0.5,ab,51
602,s602,3CSY_1,0.5714285714285714,ab,54
632,s632,5T6L_1,0.6,ab,56
662,s662,4K8R_2,0.6,ab,58
692,s692,4UT9_1,0.5,ab,59
722,s722,2OTU_1,0.6666666666666666,ab,59
752,s752,3D85_1,0.5,ab,60
782,s782,4YDL_1,0.5555555555555556,ab,61
812,s812,4DQO_1,0.0,ab,62
2,s2,4RRP_1,0.5,ab,8
32,s32,2YSS_1,0.3333333333333333,ab,12
62,s62,3SE9_1,0.375,ab,16
92,s92,5IJK_1,0.3333333333333333,ab,19
122,s122,2VIT_1,0.6,ab,21
152,s152,3HMX_1,0.3333333333333333,ab,24
182,s182,4TUL_1,0.4444444444444444,ab,28
212,s212,3BDY_1,0.6666666666666666,ab,30
242,s242,2FJH_1,0.5,ab,32
272,s272,2HKF_1,0.375,ab,36
302,s302,1QFW_1,0.42857142857142855,ab,38
332,s332,1QFU_1,0.375,ab,41
362,s362,3GJF_1,0.16666666666666666,ab,45
392,s392,4IOF_2,0.5,ab,46
422,s422,1NL0_1,0.6666666666666666,ab,48
452,s452,3J70_1,0.5714285714285714,ab,51
482,s482,2G5B_1,0.6,ab,53
512,s512,3IDG_1,0.8,ab,54
542,s542,1N0X_1,0.4,ab,56
572,s572,5J13_1,0.7142857142857143,ab,57
602,s602,4FFZ_1,0.8571428571428571,ab,57
632,s632,3MLW_1,0.3333333333333333,ab,61
662,s662,4R8W_1,1.0,ab,61
692,s692,3U2S_1,0.3333333333333333,ab,62
722,s722,4TSA_1,0.8,ab,63
752,s752,1ORQ_1,0.42857142857142855,ab,64
782,s782,3TT3_1,0.625,ab,66
812,s812,3VRL_1,0.8,ab,67
2,s2,2NY1_1,0.0,ab,9
32,s32,3GO1_1,0.14285714285714285,ab,14
62,s62,4RIS_1,0.5,ab,17
92,s92,1E4X_2,0.2857142857142857,ab,21
122,s122,5DMI_1,0.5714285714285714,ab,23
152,s152,2FJH_1,0.375,ab,26
182,s182,4WHY_4,0.4444444444444444,ab,28
212,s212,1NSN_1,0.25,ab,30
242,s242,4XP4_1,0.4,ab,32
272,s272,5K9K_1,0.5,ab,34
302,s302,4G7V_1,0.7142857142857143,ab,35
332,s332,2B2X_1,0.4444444444444444,ab,37
362,s362,4YFL_2,0.5,ab,40
392,s392,5TQQ_1,0.4,ab,43
422,s422,5TLJ_3,0.7142857142857143,ab,44
452,s452,1W72_1,0.6666666666666666,ab,45
482,s482,3DRQ_1,0.5,ab,47
512,s512,4JFZ_1,0.8,ab,48
542,s542,1ORS_1,0.6666666666666666,ab,48
572,s572,4N9G_4,0.8,ab,49
602,s602,2QAD_1,0.75,ab,50
632,s632,4HT1_1,0.625,ab,51
662,s662,5DUM_1,0.5,ab,52
692,s692,1NCB_1,0.5714285714285714,ab,54
722,s722,4Y5V_1,0.6666666666666666,ab,56
752,s752,5TLK_3,0.8571428571428571,ab,56
782,s782,4XVJ_1,0.2857142857142857,ab,59
812,s812,5EOC_1,0.8,ab,59
2,s2,1A2Y_1,0.5,ab,7
32,s32,2HRP_1,0.2,ab,11
62,s62,3L5X_1,0.6,ab,12
92,s92,5CIL_1,0.2857142857142857,ab,16
122,s122,4Z5R_1,0.3333333333333333,ab,19
152,s152,5K9Q_1,0.3333333333333333,ab,22
182,s182,3WFD_1,0.75,ab,22
212,s212,2XRA_1,0.5714285714285714,ab,23
242,s242,4N0Y_1,0.5,ab,26
272,s272,3U30_1,0.6666666666666666,ab,27
302,s302,5UGY_1,0.5,ab,30
332,s332,3SO3_1,0.5714285714285714,ab,31
362,s362,2NYY_1,0.6666666666666666,ab,33
392,s392,5F9O_1,0.625,ab,34
422,s422,5F3H_1,0.5714285714285714,ab,35
452,s452,5U3N_1,0.5,ab,37
482,s482,3NPS_1,0.375,ab,39
512,s512,4YWG_1,0.14285714285714285,ab,42
542,s542,4F3F_1,0.4444444444444444,ab,45
572,s572,1IQD_1,0.5,ab,48
602,s602,3MNW_1,0.4444444444444444,ab,51
632,s632,2DQI_1,0.5714285714285714,ab,53
662,s662,3KJ4_2,0.5,ab,54
692,s692,4TSA_1,1.0,ab,54
722,s722,5C0N_1,0.5,ab,56
752,s752,3N85_1,0.8571428571428571,ab,56
782,s782,3RKD_1,0.8,ab,57
812,s812,5CWS_1,0.5,ab,57
2,s2,3D85_1,0.125,ab,9
32,s32,3QO0_1,0.4,ab,10
62,s62,1FNS_1,0.25,ab,13
92,s92,4U0R_1,0.75,ab,14
122,s122,4RRP_1,0.0,ab,16
152,s152,1MHP_1,0.4,ab,19
182,s182,5K9O_1,0.4,ab,21
212,s212,3SKJ_1,0.4,ab,22
242,s242,4R4F_1,0.2857142857142857,ab,25
272,s272,5CSZ_1,0.5,ab,26
302,s302,3SGE_1,0.2,ab,31
332,s332,5IBL_1,0.75,ab,32
362,s362,3TYG_1,1.0,ab,32
392,s392,1FSK_1,0.8333333333333334,ab,33
422,s422,3GGW_1,0.8,ab,34
452,s452,4DGV_1,0.75,ab,35
482,s482,3ULU_3,0.625,ab,36
512,s512,3R1G_1,0.5,ab,38
542,s542,1IC5_1,0.5,ab,40
572,s572,2DQH_1,0.7777777777777778,ab,40
602,s602,3GRW_1,0.5,ab,42
632,s632,3H42_1,0.5714285714285714,ab,45
662,s662,2Y5T_1,0.6,ab,47
692,s692,1NDG_1,0.6666666666666666,ab,48
722,s722,3SOB_1,0.7142857142857143,ab,48
752,s752,3VI3_1,1.0,ab,48
782,s782,5GZN_1,0.75,ab,49
812,s812,3WIH_1,0.6666666666666666,ab,50
2,s2,1HI6_1,0.25,ab,11
32,s32,4RAV_1,0.16666666666666666,ab,15
62,s62,1MVU_1,0.5,ab,17
92,s92,5F3H_1,0.2857142857142857,ab,20
122,s122,3NH7_1,0.4444444444444444,ab,24
152,s152,5CIN_1,0.6666666666666666,ab,26
182,s182,5U3M_1,0.5,ab,28
212,s212,4KVN_1,0.5,ab,31
242,s242,1YY9_1,0.5,ab,32
272,s272,2OZ4_1,0.625,ab,34
302,s302,3Q3G_1,0.6,ab,34
332,s332,3GBN_1,0.6,ab,34
362,s362,5IBL_1,0.75,ab,35
392,s392,4YC2_1,0.3333333333333333,ab,39
422,s422,2YPV_1,0.7142857142857143,ab,41
452,s452,3IFO_1,0.3333333333333333,ab,43
482,s482,2FD6_1,0.4,ab,46
512,s512,4HG4_2,0.5714285714285714,ab,47
542,s542,1PG7_4,0.5,ab,48
572,s572,5C0N_1,0.5,ab,50
602,s602,4K9E_1,0.5555555555555556,ab,52
632,s632,5CZX_1,0.5,ab,54
662,s662,4P3C_1,0.5,ab,57
692,s692,5K59_1,0.75,ab,57
722,s722,4YC2_2,0.5,ab,58
752,s752,2HRP_1,0.6,ab,60
782,s782,3O6L_1,0.42857142857142855,ab,62
812,s812,5TLJ_3,0.8571428571428571,ab,62
2,s2,3GBN_1,0.2,ab,10
32,s32,3VRL_1,0.2,ab,14
62,s62,3IFP_1,0.4,ab,16
92,s92,1JRH_1,0.4,ab,19
122,s122,3UC0_1,0.3333333333333333,ab,22
152,s152,1EO8_1,0.25,ab,26
182,s182,3QNZ_1,0.6,ab,26
212,s212,1NMB_1,0.6,ab,28
242,s242,1QFW_1,0.42857142857142855,ab,30
272,s272,3MLW_1,0.3333333333333333,ab,34
302,s302,4YK4_1,0.5,ab,36
332,s332,2R0K_1,0.5,ab,39
362,s362,1LK3_1,0.25,ab,40
392,s392,3LH2_1,0.75,ab,40
422,s422,4J4P_1,0.75,ab,40
452,s452,4XGZ_1,0.5714285714285714,ab,41
482,s482,3V4U_1,0.6666666666666666,ab,42
512,s512,2AEQ_1,0.625,ab,44
542,s542,4OGY_2,0.5,ab,46
572,s572,1BVK_1,0.625,ab,46
602,s602,4AL8_1,0.6666666666666666,ab,47
632,s632,3ULU_3,0.75,ab,47
662,s662,2LTQ_2,0.6,ab,48
692,s692,4LSQ_1,0.5555555555555556,ab,50
722,s722,5CIL_1,0.5714285714285714,ab,52
752,s752,4N90_1,0.6666666666666666,ab,53
782,s782,4GXU_1,0.42857142857142855,ab,54
812,s812,2Y06_1,0.4,ab,57
2,s2,5GS0_3,0.16666666666666666,ab,9
32,s32,1NMA_1,0.6,ab,11
62,s62,4YR6_1,0.4,ab,14
92,s92,1KTR_1,0.42857142857142855,ab,17
122,s122,2XQB_1,0.2857142857142857,ab,21
152,s152,4GMS_1,0.3333333333333333,ab,23
182,s182,1KIQ_1,0.5,ab,23
212,s212,2IH3_1,0.375,ab,25
242,s242,1YY9_1,0.3333333333333333,ab,27
272,s272,4HG4_1,0.7142857142857143,ab,27
302,s302,4F37_1,0.6666666666666666,ab,28
332,s332,3TT1_1,0.7142857142857143,ab,29
362,s362,1G7M_1,0.5,ab,29
392,s392,5U3L_1,0.8,ab,30
422,s422,5L6Y_1,0.8,ab,31
452,s452,5T6P_1,0.375,ab,35
482,s482,1KCS_1,1.0,ab,35
512,s512,3D0L_1,0.5714285714285714,ab,37
542,s542,5EU7_1,0.8,ab,38
572,s572,5D93_1,0.5714285714285714,ab,40
602,s602,5IQ9_1,0.5,ab,42
632,s632,3IU3_1,0.5555555555555556,ab,45
662,s662,1ZA3_1,0.2857142857142857,ab,48
692,s692,5I9Q_1,0.5555555555555556,ab,50
722,s722,5ESV_1,0.75,ab,51
752,s752,2OTU_1,0.6666666666666666,ab,51
782,s782,3RVV_1,0.7142857142857143,ab,51
812,s812,5DHV_1,0.6,ab,53
2,s2,3TT3_1,0.0,ab,13
32,s32,5CJO_1,0.6666666666666666,ab,14
62,s62,1QFU_1,0.375,ab,17
92,s92,4DW2_1,0.3333333333333333,ab,22
122,s122,5E8D_1,0.625,ab,25
152,s152,1Z3G_1,0.42857142857142855,ab,26
182,s182,1DVF_1,0.5,ab,27
212,s212,1UAC_1,0.625,ab,28
242,s242,4LSU_1,0.42857142857142855,ab,30
272,s272,4O51_1,0.6666666666666666,ab,32
302,s302,1YQV_1,0.375,ab,35
332,s332,1A2Y_1,0.75,ab,35
362,s362,2Y5T_1,0.4,ab,38
392,s392,1JRH_1,0.6,ab,40
422,s422,4YDK_1,0.5714285714285714,ab,43
452,s452,4V1D_1,0.5,ab,45
482,s482,3B9K_1,0.5,ab,46
512,s512,4G6M_1,0.8333333333333334,ab,47
542,s542,4ODX_1,0.5714285714285714,ab,48
572,s572,4OGY_1,0.6666666666666666,ab,48
602,s602,3H3P_1,0.5,ab,50
632,s632,5CUS_1,0.3333333333333333,ab,52
662,s662,2J88_1,0.5714285714285714,ab,55
692,s692,1UJ3_1,0.625,ab,57
722,s722,4LF3_1,0.5,ab,59
752,s752,3FMG_1,0.5,ab,60
782,s782,1MVU_1,0.8333333333333334,ab,60
812,s812,3WD5_1,0.7142857142857143,ab,61
2,s2,4MHH_1,0.2857142857142857,ab,9
32,s32,3LQA_1,0.2,ab,13
62,s62,5T6P_1,0.375,ab,17
92,s92,5TZ2_1,1.0,ab,17
122,s122,1QKZ_1,0.6666666666666666,ab,19
152,s152,3A6C_1,0.5555555555555556,ab,20
182,s182,4RGO_1,0.375,ab,24
212,s212,3CVH_1,0.5,ab,26
242,s242,4D3C_1,0.875,ab,26
272,s272,4RIS_1,0.6666666666666666,ab,28
302,s302,3PGF_1,0.6666666666666666,ab,28
332,s332,3D0L_1,0.42857142857142855,ab,31
362,s362,4ZTO_1,0.6666666666666666,ab,32
392,s392,3TJE_1,0.42857142857142855,ab,35
422,s422,5DMG_1,0.36363636363636365,ab,39
452,s452,4H88_1,0.8333333333333334,ab,39
482,s482,4Q5Z_4,0.5,ab,40
512,s512,2FJH_1,0.625,ab,41
542,s542,3E8U_1,0.7142857142857143,ab,42
572,s572,5T5F_1,0.7142857142857143,ab,44
602,s602,5EOC_1,0.8,ab,44
632,s632,4M1C_1,0.6666666666666666,ab,45
662,s662,5TPN_1,0.5,ab,48
692,s692,4KVN_1,0.6666666666666666,ab,50
722,s722,1I8K_1,0.6666666666666666,ab,51
752,s752,1FDL_1,0.625,ab,51
782,s782,4U1G_1,0.8333333333333334,ab,52
812,s812,3B9K_1,0.5,ab,53
2,s2,4TTD_1,0.4,ab,7
32,s32,1NMB_1,0.2,ab,11
62,s62,5EOC_1,0.4,ab,13
92,s92,5T6P_1,0.25,ab,18
122,s122,4QCI_1,0.42857142857142855,ab,21
152,s152,5TLK_3,0.42857142857142855,ab,24
182,s182,2H9G_1,0.25,ab,27
212,s212,2DD8_1,0.6,ab,28
242,s242,1WEJ_1,0.2857142857142857,ab,31
272,s272,1G7H_1,0.5,ab,31
302,s302,4OD2_1,0.25,ab,35
332,s332,5TLK_1,0.5714285714285714,ab,37
362,s362,1KB5_1,0.6,ab,39
392,s392,4Q6I_1,0.8571428571428571,ab,40
422,s422,4LIQ_1,0.625,ab,42
452,s452,1XGQ_1,0.625,ab,43
482,s482,4JFX_1,0.8,ab,44
512,s512,5FGC_1,0.3333333333333333,ab,47
542,s542,2B4C_1,0.6,ab,49
572,s572,5BO1_1,0.5,ab,52
602,s602,4DN4_1,0.7142857142857143,ab,52
632,s632,4AL8_1,0.5,ab,54
662,s662,4XMP_1,0.3333333333333333,ab,57
692,s692,2ZCH_1,0.6666666666666666,ab,58
722,s722,4ZPT_1,0.42857142857142855,ab,62
752,s752,4QTI_1,0.6666666666666666,ab,63
782,s782,4NRX_2,0.8,ab,64
812,s812,3LQA_1,1.0,ab,64
2,s2,1G7L_1,0.375,ab,10
32,s32,2DQH_1,0.3333333333333333,ab,14
62,s62,1R0A_1,0.42857142857142855,ab,16
92,s92,4DKE_1,0.3333333333333333,ab,17
122,s122,2B4C_1,0.6,ab,19
152,s152,4LKX_1,0.375,ab,22
182,s182,5IKC_1,0.5,ab,25
212,s212,3GJF_1,0.3333333333333333,ab,28
242,s242,3L5W_1,0.8,ab,28
272,s272,1IAI_2,0.8,ab,29
302,s302,1ZTX_1,0.5,ab,31
332,s332,5EA0_1,0.6666666666666666,ab,33
362,s362,2EIZ_1,0.4,ab,35
392,s392,4R8W_1,0.5,ab,37
422,s422,5DMI_1,0.5714285714285714,ab,39
452,s452,3O2D_1,0.42857142857142855,ab,42
482,s482,3NPS_1,0.5,ab,43
512,s512,1AFV_1,0.4,ab,45
542,s542,5J3H_1,0.5714285714285714,ab,47
572,s572,4QYO_1,0.5,ab,50
602,s602,3WFD_1,0.75,ab,50
632,s632,3S35_1,0.5714285714285714,ab,52
662,s662,4WHT_1,0.6666666666666666,ab,53
692,s692,4BH8_1,1.0,ab,53
722,s722,1G7H_1,0.5,ab,53
752,s752,4OGY_2,0.5,ab,55
782,s782,1QKZ_1,0.8333333333333334,ab,56
812,s812,4AEI_1,0.375,ab,59
2,s2,5EOC_1,0.0,ab,5
32,s32,5TZU_1,0.3333333333333333,ab,8
62,s62,3GGW_1,0.4,ab,11
92,s92,4H8W_1,0.42857142857142855,ab,14
122,s122,4YBQ_1,0.2857142857142857,ab,18
152,s152,2Y6S_1,0.5555555555555556,ab,20
182,s182,3UJJ_1,0.2222222222222222,ab,24
212,s212,2OQJ_1,0.4,ab,27
242,s242,3LQA_1,0.8,ab,28
272,s272,5T33_1,0.5,ab,31
302,s302,3WLW_1,0.5,ab,33
332,s332,4K7P_2,0.5714285714285714,ab,35
362,s362,4PLJ_1,1.0,ab,35
392,s392,1P2C_1,0.5714285714285714,ab,36
422,s422,4YWG_2,0.3333333333333333,ab,38
452,s452,3V7A_1,0.6,ab,39
482,s482,3B2U_1,1.0,ab,39
512,s512,4JFX_1,0.8,ab,40
